company_name,trade,city,state,county,aka,phone,address,license_number,license_source,license_count
DIETZ ELECTRIC LLC,HVAC,,TX,RANDALL,,,,3183,TDLR,1
"BRIDGES, DWAYNE P",HVAC,,TX,PARKER,,,,31831,TDLR,1
TRANSAIR INC,HVAC,,TX,DALLAS,,,,3198,TDLR,1
TAPIA A/C MECHANICAL CONTRACTOR,HVAC,,TX,HARRIS,,,,31983,TDLR,1
LARRY BAKER PLUMBING HEATING & A/C,HVAC,,TX,GRAY,,,,3199,TDLR,1
"TEXAS LONESTAR INDUSTRIES,LLC",HVAC,,TX,DALLAS,,,,32004,TDLR,1
SOUTH POLE AIR CONDITIONING,HVAC,,TX,HARRIS,,,,32009,TDLR,1
SUBCOOLING AIR LLC,HVAC,,TX,DALLAS,,,,32010,TDLR,1
HART ENTERPRISES TEXAS PLUMBING,HVAC,,TX,LUBBOCK,,,,32011,TDLR,1
JV HEATING & COOLING,HVAC,,TX,MAVERICK,,,,32012,TDLR,1
LEE UNDERWOOD HEATING & A/C INC,HVAC,,TX,KERR,,,,3202,TDLR,1
RICHMOND'S AIR,HVAC,,TX,HARRIS,,,,32064,TDLR,1
THE AC GUYS,HVAC,,TX,HAYS,,,,32066,TDLR,1
AIRTRAN REFRIGERATION LLC,HVAC,,TX,HARRIS,,,,32067,TDLR,1
HEATING & COOLING BY CAPLINGER,HVAC,,TX,COLLIN,,,,3207,TDLR,1
CLARK ROBERT FERGUSON,HVAC,,TX,FAYETTE,,,,3208,TDLR,1
R & R AIR CONDITIONING INC,HVAC,,TX,LAMAR,,,,3213,TDLR,1
KC MECHANICAL,HVAC,,TX,KENDALL,,,,32155,TDLR,1
PACO HEATING AND AIR COMPANY,HVAC,,TX,HUTCHINSON,,,,32157,TDLR,1
SAN ANTONIO HOUSING AUTHORITY,HVAC,,TX,BEXAR,,,,32159,TDLR,1
"CHRISTMAS, JASON D",HVAC,,TX,,,,,32166,TDLR,1
AIR REPUBLIC HVAC,HVAC,,TX,DALLAS,,,,32167,TDLR,1
ACTS COOLING AND HEATING SERVICES,HVAC,,TX,BEXAR,,,,32168,TDLR,1
GTZ AIR LLC,HVAC,,TX,HARRIS,,,,32169,TDLR,1
CARROLL'S HEATING & A/C SERVICES,HVAC,,TX,DALLAS,,,,3219,TDLR,1
AARON CAMPBELL A/C & REFRIGERATION,HVAC,,TX,BRAZOS,,,,3220,TDLR,1
R C SERVICES,HVAC,,TX,GALVESTON,,,,3225,TDLR,1
CLIMATE HEATING & COOLING,HVAC,,TX,HIDALGO,,,,32253,TDLR,1
SNYDER SERVICES INC,HVAC,,TX,GALVESTON,,,,32294,TDLR,1
GREEN ELECTRIC COMPANY,HVAC,,TX,COMAL,,,,3230,TDLR,1
TEXAS AIR REPAIR LLC,HVAC,,TX,BEXAR,,,,32352,TDLR,1
GRIFFIN'S A/C & HEATING,HVAC,,TX,MADISON,,,,32353,TDLR,1
WILLIAM A BRISENO,HVAC,,TX,WILLIAMSON,,,,32355,TDLR,1
BR MECHANICAL LLC DBA QUALITY AC & HEAT,HVAC,,TX,KAUFMAN,,,,32356,TDLR,1
GARCO ENGINEERING,HVAC,,TX,DALLAS,,,,32359,TDLR,1
"UNITED HEATING AND AIR, LLC",HVAC,,TX,SAN PATRICIO,,,,32362,TDLR,1
PRO SERVICE MECHANICAL LLC,HVAC,,TX,COLLIN,,,,32364,TDLR,1
ROGER'S VENDING SERVICE INC,HVAC,,TX,MIDLAND,,,,32366,TDLR,1
1ST CHOICE HVAC AND PLUMBING INC,HVAC,,TX,DALLAS,,,,32367,TDLR,1
ISHAM ELECTRIC,HVAC,,TX,SAN SABA,,,,32368,TDLR,1
RANDY KEITH WEBER,HVAC,,TX,GALVESTON,,,,3239,TDLR,1
LAKE AIRE HTG & AIR CONDITIONING INC,HVAC,,TX,GRAYSON,,,,3241,TDLR,1
D C HEATING AND A/C SERVICES,HVAC,,TX,TARRANT,,,,32422,TDLR,1
DOYLE COOLING & HEATING SERVICES,HVAC,,TX,MONTGOMERY,,,,32423,TDLR,1
MATTSON MECHANICAL,HVAC,,TX,DALLAS,,,,32424,TDLR,1
TEXAS BEST COMFORT A C & HEATING,HVAC,,TX,JOHNSON,,,,32425,TDLR,1
PHOENIX HEAT AND AIR CONDITIONING,HVAC,,TX,TARRANT,,,,32463,TDLR,1
AIR BY JOHN MARTINEZ,HVAC,,TX,KERR,,,,32464,TDLR,1
HIRES A/C & HEATING,HVAC,,TX,TARRANT,,,,32466,TDLR,1
ALLEN W FERRELL,HVAC,,TX,DENTON,,,,32467,TDLR,1
REYES HVAC SERVICES LLC,HVAC,,TX,DALLAS,,,,32472,TDLR,1
I & P A/C & HEATING,HVAC,,TX,HARRIS,,,,32473,TDLR,1
TX DEPT OF CRIMINAL JUSTICE,HVAC,,TX,WALKER,,,,32474,TDLR,1
THE QUATELA GROUP DBA STANLEY STEEMER,HVAC,,TX,HARRIS,,,,32475,TDLR,1
PROSPER AIR,HVAC,,TX,COLLIN,,,,32476,TDLR,1
A G AIR CONDITIONING,HVAC,,TX,BEXAR,,,,3249,TDLR,1
DALLAS A/C & HEATING CONTRACTORS,HVAC,,TX,HARRIS,,,,3253,TDLR,1
VN A/C & HTG RESIDENTIAL & COMMERCIAL,HVAC,,TX,FORT BEND,,,,32541,TDLR,1
RUDY & SONS HEATING AND COOLING,HVAC,,TX,NUECES,,,,32543,TDLR,1
SUPERIOR HEATING AND AIR HOLDINGS INC,HVAC,,TX,KAUFMAN,,,,32544,TDLR,1
ASKCO INSTRUMENT CORP,HVAC,,TX,HARRIS,,,,32545,TDLR,1
PHELPS PLUMBING HEATING AND A/C,HVAC,,TX,GRAY,,,,3255,TDLR,1
KENMAR SERVICES,HVAC,,TX,HARRIS,,,,32605,TDLR,1
KING HVAC,HVAC,,TX,TARRANT,,,,32607,TDLR,1
TUCKER HEATING & COOLING SOLUTIONS LLC,HVAC,,TX,VAN ZANDT,,,,32609,TDLR,1
JASON A/C & HT,HVAC,,TX,COLLIN,,,,32610,TDLR,1
SELSIS MECHANICAL,HVAC,,TX,NUECES,,,,32613,TDLR,1
SOLAR AIR CONDITIONING & HEATING,HVAC,,TX,DALLAS,,,,32615,TDLR,1
BROTHERS HEATING & COOLING,HVAC,,TX,DALLAS,,,,32616,TDLR,1
"T.E. HVAC SERVICES, LLC",HVAC,,TX,TARRANT,,,,32673,TDLR,1
MERCY AIR LLC,HVAC,,TX,MONTGOMERY,,,,32675,TDLR,1
CTA HVAC LLC,HVAC,,TX,GALVESTON,,,,32678,TDLR,1
TEMPRO MECHANICAL LLC,HVAC,,TX,LIBERTY,,,,32679,TDLR,1
"LOVE, LARRY JOE",HVAC,,TX,TARRANT,,,,3268,TDLR,1
JOHN ARY AC,HVAC,,TX,WISE,,,,32680,TDLR,1
"STONE HEATING & AIR CONDITIONING, LLC",HVAC,,TX,BOWIE,,,,32681,TDLR,1
ZACH HYATT PLUMBING,HVAC,,TX,WILLIAMSON,,,,3269,TDLR,1
EMPIRE MECHANICAL A/C SERVICE,HVAC,,TX,UVALDE,,,,32778,TDLR,1
AIR TECHNICAL,HVAC,,TX,TARRANT,,,,32779,TDLR,1
AAA AFFORABLE PLBG HEATING & AIR CON,HVAC,,TX,BEXAR,,,,32780,TDLR,1
"MARS HVAC, PLUMBING AND ELECTRICAL LLC",HVAC,,TX,TARRANT,,,,32781,TDLR,2
360 ENERGY SAVERS LLC,HVAC,,TX,BURNET,,,,32782,TDLR,1
"JOHNSON, LELAN RAY",HVAC,,TX,,,,,3280,TDLR,1
DIANA GALVAN,HVAC,,TX,COMAL,,,,32821,TDLR,1
ASC MECHANICAL CONTRACTORS INC,HVAC,,TX,MONTGOMERY,,,,32839,TDLR,1
LONG LAM AC & HEATING,HVAC,,TX,HARRIS,,,,32841,TDLR,1
PRO A/C & REFRIGERATION CO,HVAC,,TX,DENTON,,,,32843,TDLR,1
MENDEZ MECHANICAL,HVAC,,TX,DALLAS,,,,32845,TDLR,1
HENDERSON AC & HEATING,HVAC,,TX,HARRIS,,,,32847,TDLR,1
WOLF AIR,HVAC,,TX,EL PASO; OUT OF STATE,,,,32848,TDLR,2
DARREN ENGELHART,HVAC,,TX,TARRANT,,,,32850,TDLR,1
"YEAR ROUND HVAC, LLC",HVAC,,TX,PALO PINTO,,,,32852,TDLR,1
REED SERVICE COMPANY,HVAC,,TX,JEFFERSON,,,,3287,TDLR,1
R HERD COMPANY LLC,HVAC,,TX,WILLIAMSON,,,,32884,TDLR,1
HOME CARE HEATING & COOLING,HVAC,,TX,BEXAR,,,,32915,TDLR,1
GBS INC,HVAC,,TX,HUNT,,,,3294,TDLR,1
KOOL AIR A/C & HEATING,HVAC,,TX,HARRIS,,,,32953,TDLR,1
SUPERIOR COMFORT OF TEXAS,HVAC,,TX,TAYLOR,,,,32954,TDLR,1
PEREZ HEATING - COOLING,HVAC,,TX,TRAVIS,,,,32955,TDLR,1
H & H HEATING AND AIR CONDITIONING,HVAC,,TX,HUNT,,,,32980,TDLR,1
E & M MECHANICAL,HVAC,,TX,HARRIS,,,,32981,TDLR,1
DARREN HINTON SIGWALD,HVAC,,TX,ARANSAS,,,,3303,TDLR,1
FRESNO TEJAS MECHANICAL INC,HVAC,,TX,FORT BEND,,,,33042,TDLR,1
MIKE T NGUYEN,HVAC,,TX,HARRIS,,,,33067,TDLR,1
PLUMBING SERVICE COMPANY INC,HVAC,,TX,LUBBOCK,,,,33090,TDLR,1
KAC EXPRESS LLC,HVAC,,TX,MONTGOMERY,,,,33125,TDLR,1
HARPER HEATING & AIR,HVAC,,TX,DALLAS,,,,33126,TDLR,1
CUCCO'S AIR CONDITIONING & HEATING,HVAC,,TX,LIBERTY,,,,33127,TDLR,1
BEST AIR CONDITIONING SERVICES LLC,HVAC,,TX,WEBB,,,,33128,TDLR,1
MECHANICAL ONE SERVICES INC,HVAC,,TX,COLLIN,,,,33129,TDLR,1
ACSEES,HVAC,,TX,EL PASO,,,,33130,TDLR,1
R MEZA HVAC,HVAC,,TX,LAMPASAS,,,,33133,TDLR,1
ANY HOUR HEATING AND AIR,HVAC,,TX,HENDERSON,,,,33135,TDLR,1
"OWEN, JAMES CRAIG",HVAC,,TX,,,,,3314,TDLR,1
BERZOSA AIR,HVAC,,TX,BEXAR,,,,33198,TDLR,1
WEATHERMATE SERVICE COMPANY LLC,HVAC,,TX,DALLAS,,,,3320,TDLR,1
CLIMATE SERVICES,HVAC,,TX,HARRIS,,,,33259,TDLR,1
SALINAS AIR CONDITIONING SERVICES,HVAC,,TX,HIDALGO,,,,33261,TDLR,1
BFS CONTRACT DIVISION INC,HVAC,,TX,HARRIS; OUT OF STATE,,,,33262,TDLR,2
HONEST REPAIR SERVICE AC & HEATING,HVAC,,TX,DALLAS,,,,33264,TDLR,1
MCKAY HVAC & MECHANICAL INC,HVAC,,TX,OUT OF STATE,,,,33267,TDLR,1
MCCAULEY A/C & ELECTRIC,HVAC,,TX,SHELBY,,,,3330,TDLR,1
JACK Z AIR CONDITIONING & HEATING LLC,HVAC,,TX,FORT BEND,,,,33326,TDLR,1
LAVCO AIR CONDITIONING & HEATING,HVAC,,TX,BRAZOS,,,,33327,TDLR,1
SUMMIT CLIMATE CONTROL,HVAC,,TX,BEXAR,,,,33328,TDLR,1
MISSION AIR CONDITIONING,HVAC,,TX,HIDALGO,,,,33329,TDLR,1
"THEISS, ALTON EARL",HVAC,,TX,LLANO,,,,3333,TDLR,1
REYNOLDS ELECTRIC & A/C SERVICE,HVAC,,TX,GRAYSON,,,,33331,TDLR,1
P.M.C. SERVICES,HVAC,,TX,TARRANT,,,,33359,TDLR,1
HYBRID HEAT & AIR LLC,HVAC,,TX,BEXAR,,,,33361,TDLR,1
FLOW CONTROL,HVAC,,TX,HOCKLEY,,,,33364,TDLR,1
L.J. ROLLS REFRIGERATION CO,HVAC,,TX,OUT OF STATE,,,,33365,TDLR,1
MORGAN'S AIR CONDITIONING SERVICE,HVAC,,TX,SMITH,,,,3338,TDLR,1
G & W SERVICE COMPANY LP,HVAC,,TX,HARRIS,,,,334,TDLR,2
BRADBURY BROTHERS HEATING & AIR COND.,HVAC,,TX,MONTGOMERY,,,,33409,TDLR,1
"EARL, LARRY MICHAEL",HVAC,,TX,,,,,3344,TDLR,1
ALL SYSTEMS MECHANICAL INC,HVAC,,TX,HARRIS,,,,33448,TDLR,1
MACK'S HVAC CONSULTING SERVICES,HVAC,,TX,HARRIS,,,,3350,TDLR,1
BOHNERT AIR CONDITIONING,HVAC,,TX,KENDALL,,,,3351,TDLR,1
STAR A/C & HEATING,HVAC,,TX,BEXAR,,,,33511,TDLR,1
QUALITY AIR SERVICES,HVAC,,TX,BELL,,,,33515,TDLR,1
WALDROP ELECTRIC & AIR CONDITIONING INC,HVAC,,TX,ELLIS,,,,3352,TDLR,1
LAKEWAY AIR CONDITIONING INC,HVAC,,TX,WASHINGTON,,,,3356,TDLR,2
MANUEL GUERRERO HVAC & REFRIGERATION,HVAC,,TX,ELLIS,,,,33579,TDLR,1
"AIR-CARE SOULTIONS,LLC",HVAC,,TX,BANDERA,,,,33584,TDLR,1
JOSE R MUNOZ,HVAC,,TX,TARRANT,,,,33602,TDLR,1
HANDYMAN JOSE Z,HVAC,,TX,FORT BEND,,,,33604,TDLR,1
ROYAL AIR,HVAC,,TX,HARRIS,,,,33625,TDLR,1
HOT ROD AIR CONDITION SERVICES,HVAC,,TX,HARRIS,,,,33626,TDLR,1
TEXAS HVACR SERVICES LLC,HVAC,,TX,HARRIS,,,,33644,TDLR,1
REAL AIRE LLC,HVAC,,TX,COMAL,,,,33645,TDLR,1
FREEZE TECHNOLOGY,HVAC,,TX,TRAVIS,,,,33646,TDLR,1
SOBELLAS APPLIANCE LLC,HVAC,,TX,EL PASO,,,,33647,TDLR,1
3 M REFRIGERATION,HVAC,,TX,HOPKINS,,,,33648,TDLR,1
C & S SERVICE COMPANY,HVAC,,TX,FRANKLIN,,,,3367,TDLR,1
AUTOMATED AC,HVAC,,TX,BEXAR,,,,33687,TDLR,1
MIRAJO LLC DBA CITYLINE AC,HVAC,,TX,DALLAS,,,,33708,TDLR,1
"FIX MY AIR DFW,LLC",HVAC,,TX,TARRANT,,,,33709,TDLR,1
LOFTIS HEATING AND AIR CONDITIONING,HVAC,,TX,HENDERSON,,,,33711,TDLR,1
ROYAL HEATING & AIR,HVAC,,TX,TRAVIS,,,,33712,TDLR,1
MOORE'S DEPENDABLE HEATING AND A/C,HVAC,,TX,RANDALL,,,,33735,TDLR,1
MJ MECHANICAL INC,HVAC,,TX,TRAVIS,,,,3378,TDLR,1
MICHAEL D GOSSETT,HVAC,,TX,DENTON,,,,33811,TDLR,1
AIRONE AIR CONDITIONING & HEATING,HVAC,,TX,HAYS,,,,33833,TDLR,1
ARTIC HEATING AND AIR,HVAC,,TX,BOWIE,,,,33836,TDLR,1
EASYAC INSTALLERS,HVAC,,TX,CAMERON,,,,33837,TDLR,1
VEK A/C & HEATING,HVAC,,TX,HIDALGO,,,,33859,TDLR,1
"COOPER CLIMATE CONTROL, LLC",HVAC,,TX,EL PASO,,,,33860,TDLR,1
AC SPECIALTIES,HVAC,,TX,MONTGOMERY,,,,33862,TDLR,1
TWO SEASONS,HVAC,,TX,FORT BEND,,,,33865,TDLR,1
"GIBSON, MARK DWAYNE",HVAC,,TX,GALVESTON,,,,3388,TDLR,1
FREDDY'S COOL ZONE,HVAC,,TX,DALLAS,,,,33917,TDLR,1
LISTER'S A/C & HEATING,HVAC,,TX,BURLESON,,,,33919,TDLR,1
JERRY LOYD A/C,HVAC,,TX,TARRANT,,,,33956,TDLR,1
MR ROGERS HEATING & AIR CONDITIONING SVC,HVAC,,TX,HARRIS,,,,33958,TDLR,1
BILSKI HEATING AND AIR CONDITIONING,HVAC,,TX,HARRIS,,,,3396,TDLR,1
PIERCE & SON AIR CONDITIONING,HVAC,,TX,DALLAS,,,,33960,TDLR,1
ENVIRONMENTAL COMFORT SOLUTIONS,HVAC,,TX,BANDERA,,,,33962,TDLR,1
E & L MECHANICAL INC,HVAC,,TX,FORT BEND,,,,33964,TDLR,1
WEBSTER MECHANICAL,HVAC,,TX,COLLIN,,,,33965,TDLR,1
ACA HEATING & AIR CONDITIONING,HVAC,,TX,ECTOR,,,,33966,TDLR,1
VO'S AIR SERVICES LLC,HVAC,,TX,HARRIS,,,,34006,TDLR,1
D WEBER'S DISCOUNT AIR CONDITIONING,HVAC,,TX,JEFFERSON,,,,34007,TDLR,1
BRYANT TRAN A/C & HEATING SERVICES,HVAC,,TX,HARRIS,,,,34008,TDLR,1
TY-TEX REFRIGERATION COMPANY,HVAC,,TX,SMITH,,,,3401,TDLR,1
BASS HEATING AND AIR,HVAC,,TX,TARRANT,,,,34010,TDLR,1
MASTER MECHANICAL A/C & HEATING,HVAC,,TX,HARRIS,,,,34011,TDLR,1
AIR INSTALLATION AND SERVICE LLC,HVAC,,TX,AUSTIN,,,,34038,TDLR,1
TEXAS PRO HEATING AND COOLING,HVAC,,TX,BEXAR,,,,34061,TDLR,1
GEO CONTRACTORS,HVAC,,TX,HARRIS,,,,34063,TDLR,1
OHM'S LAW ELECTRIC & AIR CONDITIONING,HVAC,,TX,HARRIS,,,,34065,TDLR,1
MERCURY HEATING & AIR CONDITIONING,HVAC,,TX,NUECES,,,,34067,TDLR,1
O D MECHANICAL HEAT & AIR CONDITIONING,HVAC,,TX,DALLAS,,,,34088,TDLR,1
ADVANTAGE AIR CONDITIONING & REFRIG,HVAC,,TX,HIDALGO,,,,34089,TDLR,1
KOOL RIGHT SERVICE,HVAC,,TX,BELL,,,,34090,TDLR,1
BOB'S AIR CONDITIONING AND HEATING INC,HVAC,,TX,GALVESTON,,,,34093,TDLR,1
WTR COMPANIES,HVAC,,TX,MIDLAND,,,,34095,TDLR,1
JG COMFORT CONTROL LLC,HVAC,,TX,HAYS,,,,34110,TDLR,1
AIR KOOL MECHANICAL,HVAC,,TX,TRAVIS,,,,34113,TDLR,1
JMJ AIR CONDITIONING AND HEATING,HVAC,,TX,TARRANT,,,,34115,TDLR,1
CONSERVATION SERVICES INC,HVAC,,TX,TRAVIS,,,,34116,TDLR,1
TEXSUN HEATING & COOLING LLC,HVAC,,TX,DALLAS,,,,34117,TDLR,1
ALLTEMP CONTROL,HVAC,,TX,GALVESTON,,,,3412,TDLR,1
RESET CONTROLS INC,HVAC,,TX,DALLAS,,,,3415,TDLR,1
"CHRISTENSEN BUILDING GROUP, LLC",HVAC,,TX,HARRIS,,,,34162,TDLR,1
REIT MANAGEMENT & RESEARCH LLC,HVAC,,TX,TRAVIS,,,,34163,TDLR,2
LOW TEMP HVAC,HVAC,,TX,WISE,,,,34165,TDLR,1
COREY E WILLIAMS,HVAC,,TX,HARRIS,,,,34167,TDLR,1
JESUS M ARANDA,HVAC,,TX,MIDLAND,,,,34168,TDLR,1
CIRCLE L SERVICES,HVAC,,TX,ELLIS,,,,34169,TDLR,1
MJ HEATING & AIR CONDITIONING,HVAC,,TX,FORT BEND,,,,34185,TDLR,1
ALLEN'S TRI STATE MECHANICAL INC,HVAC,,TX,POTTER,,,,34187,TDLR,1
C & R A/C & HEATING,HVAC,,TX,JASPER,,,,34189,TDLR,1
AIR RESCUE USA AIR CONDITIONING,HVAC,,TX,HARRIS,,,,34190,TDLR,1
NEW CANEY INDEPENDENT SCHOOL DISTRICT,HVAC,,TX,MONTGOMERY,,,,34192,TDLR,1
POLAR BEAR EXPRESS HVAC,HVAC,,TX,FORT BEND,,,,34194,TDLR,1
"AIR PRO A/C HEATING,SERVICE",HVAC,,TX,BRAZOS,,,,34228,TDLR,1
ALL STAR,HVAC,,TX,HARRIS,,,,34229,TDLR,1
SOUTH TEXAS TECH HEATING & AIR,HVAC,,TX,NUECES,,,,34230,TDLR,1
BOOKER A/C & REFRIGERATION,HVAC,,TX,HARRIS,,,,34231,TDLR,1
REATTA MECHANICAL SERVICES,HVAC,,TX,TARRANT,,,,34233,TDLR,1
MARTIN'S AC & HEATING,HVAC,,TX,DE WITT; GREGG,,,,34234,TDLR,2
KING HEATING & COOLING LLC,HVAC,,TX,LAMPASAS,,,,34235,TDLR,1
RUSH REFRIGERATION SERVICES LLC,HVAC,,TX,BRAZORIA,,,,34265,TDLR,1
"HARMON, DONALD JAMES",HVAC,,TX,,,,,3428,TDLR,1
GOSSETT AIR CONDITIONING INC,HVAC,,TX,HARRIS,,,,343,TDLR,1
ALLENAIRE SERVICE COMPANY,HVAC,,TX,DALLAS,,,,3431,TDLR,1
RIVER CITY A/C & HEATING,HVAC,,TX,ZAVALA,,,,34313,TDLR,1
RIO MECHANICAL INC,HVAC,,TX,CAMERON,,,,34314,TDLR,1
ATLAS ELECTRIC,HVAC,,TX,SUTTON,,,,34316,TDLR,1
DENNIS W VOGES,HVAC,,TX,GUADALUPE,,,,3434,TDLR,1
FLORES TECHNICAL SERVICE,HVAC,,TX,TARRANT,,,,34340,TDLR,1
E&J A/C HEATING SERVICE,HVAC,,TX,DALLAS,,,,34341,TDLR,1
HERNANDEZ RESIDENTIAL & COMMERCIAL HVAC,HVAC,,TX,,,,,3435,TDLR,1
JAGDISH C SETHI,HVAC,,TX,HARRIS,,,,3436,TDLR,1
CRAWFORD'S AIR & HEATING,HVAC,,TX,DALLAS,,,,34361,TDLR,1
CG SERVICE PROS LLC,HVAC,,TX,TRAVIS,,,,34389,TDLR,1
"JONES, MARK LYTLE",HVAC,,TX,DALLAS,,,,3439,TDLR,1
JOEL A RAY,HVAC,,TX,KAUFMAN,,,,34417,TDLR,1
"PREFERRED MECHANICAL GROUP, LLC",HVAC,,TX,COLLIN,,,,34419,TDLR,1
A & R SERVICE,HVAC,,TX,GREGG,,,,3442,TDLR,1
ROSS AIR CONDITIONING LLC,HVAC,,TX,TARRANT,,,,34422,TDLR,1
132 DEGREES A/C AND HEATING,HVAC,,TX,ELLIS,,,,34424,TDLR,1
AMJAD YOUSIF HADDAD,HVAC,,TX,HARRIS,,,,3443,TDLR,1
JERRY SCOTT MAKSYN,HVAC,,TX,MONTGOMERY,,,,3444,TDLR,1
FOREVER COOL,HVAC,,TX,DENTON,,,,34446,TDLR,1
ADVANCED TEMPERATURE SOLUTIONS,HVAC,,TX,CAMERON,,,,34466,TDLR,1
SOUTH AIR,HVAC,,TX,CAMERON,,,,34467,TDLR,1
THUAN A/C,HVAC,,TX,DALLAS,,,,34468,TDLR,1
AGRI-PLEX HEATING & COOLING LLC,HVAC,,TX,RUNNELS,,,,34469,TDLR,1
N AND R SERVICES,HVAC,,TX,JEFFERSON,,,,34471,TDLR,1
A & A AIR CONDITIONING & APPLIANCE CO,HVAC,,TX,HARRIS,,,,34472,TDLR,1
RELIANT HEATING & AIR CONDITIONING,HVAC,,TX,,,,,34473,TDLR,1
LANDRY MATTHIES,HVAC,,TX,SCURRY,,,,34490,TDLR,1
MCNUTT HEATING AND AIR,HVAC,,TX,CASS,,,,34491,TDLR,1
POLAR REFRIGERATION,HVAC,,TX,RANDALL,,,,34513,TDLR,1
SMART TECH MECHANICAL LLC,HVAC,,TX,HARRIS,,,,34514,TDLR,1
T & M MECHANICAL,HVAC,,TX,DENTON,,,,34527,TDLR,1
FLOYD'S ELECTRIC,HVAC,,TX,MILAM,,,,3453,TDLR,1
R.E.C. INDUSTRIES INC,HVAC,,TX,BEXAR,,,,34555,TDLR,1
HALCO MECHANICAL COMPANY,HVAC,,TX,HARRIS,,,,3457,TDLR,1
GEEGAN REPAIRS,HVAC,,TX,HARRIS,,,,34574,TDLR,1
APPLIED BAS,HVAC,,TX,DALLAS,,,,34575,TDLR,1
APPLETON'S HEATING & AIR CONDITIONING,HVAC,,TX,CROSBY,,,,34576,TDLR,1
NORTHWEST SYSTEMS INC,HVAC,,TX,MONTGOMERY,,,,346,TDLR,1
LENO A/C AND HEAT,HVAC,,TX,HARRIS,,,,34609,TDLR,1
"GALLO MECHANICAL SERVICES, LLC",HVAC,,TX,OUT OF STATE,,,,3461,TDLR,1
K-TEK AIR,HVAC,,TX,HARRIS,,,,34610,TDLR,1
MIKE AND CHRIS AIR SYSTEMS LLC,HVAC,,TX,HARRIS,,,,34611,TDLR,1
J R MECHANICAL SERVICES,HVAC,,TX,ELLIS,,,,34613,TDLR,1
IGNITE HEATING AND COOLING,HVAC,,TX,TAYLOR,,,,34614,TDLR,1
HOWE TO FIX,HVAC,,TX,DALLAS,,,,34636,TDLR,1
UNITED DAIRYMEN OF ARIZONA,HVAC,,TX,BAILEY,,,,34638,TDLR,1
RISCH SERVICE COMPANY,HVAC,,TX,PARKER,,,,3467,TDLR,1
MENDOZA AIR CONDITIONING & HEATING CO.,HVAC,,TX,DALLAS,,,,34679,TDLR,1
A-Z AIR CONDITIONING,HVAC,,TX,DALLAS,,,,34680,TDLR,1
STONEFIELD AIR CONDITIONG & HEATING,HVAC,,TX,HARRIS,,,,34681,TDLR,1
"HARVILLE, DANIEL BRUCE",HVAC,,TX,TARRANT,,,,347,TDLR,2
AUSTIN ALL TEMPERATURE,HVAC,,TX,LLANO,,,,34702,TDLR,1
MACK AIR MECHANICAL LLC,HVAC,,TX,WILLIAMSON,,,,34704,TDLR,1
FOX SERVICE COMPANY INC,HVAC,,TX,TRAVIS,,,,3471,TDLR,1
PENROSE HEATING & AIR CONDITIONING,HVAC,,TX,COMAL,,,,3473,TDLR,1
"RALEY, BILLY WAYNE",HVAC,,TX,,,,,34739,TDLR,1
HOLT'S MECHANICAL,HVAC,,TX,BEXAR,,,,3476,TDLR,2
CLIMATE CONTROLS,HVAC,,TX,GREGG,,,,34775,TDLR,1
ADVANCE AIR,HVAC,,TX,BEXAR,,,,34776,TDLR,1
ANGUS MECHANICAL SERVICES,HVAC,,TX,DENTON,,,,34777,TDLR,1
TRIPLE J A/C & HEATING SOLUTIONS,HVAC,,TX,HARRIS,,,,34779,TDLR,1
PERMACOLD ENGINEERING INC,HVAC,,TX,OUT OF STATE,,,,34782,TDLR,1
AIR AUTHORITY LLC,HVAC,,TX,BEXAR,,,,34784,TDLR,2
BLAZIN HEAT & AIR,HVAC,,TX,COLLIN,,,,34786,TDLR,1
MARTIN & SONS AIR CONDITIONING,HVAC,,TX,HOOD,,,,34787,TDLR,1
CUSTOM MECHANICAL DESIGN LLC,HVAC,,TX,OUT OF STATE,,,,34788,TDLR,1
A C DISTRIBUTION INC AND ASSUMED NAMES,HVAC,,TX,NUECES,,,,3481,TDLR,1
"AIR MECHANIX, LLC",HVAC,,TX,COLLIN; ELLIS,,,,34821,TDLR,2
ENERGY SERVICES,HVAC,,TX,DALLAS,,,,34822,TDLR,1
MR FREEZE A/C & REFRIGERATION,HVAC,,TX,FORT BEND,,,,34823,TDLR,1
CLIMATE TECH AIR CONDITIONING & HTG LLC,HVAC,,TX,DALLAS,,,,34826,TDLR,1
HANDY SQUAD HOME SERVICES LLC,HVAC,,TX,BEXAR,,,,34827,TDLR,1
JAMES A RIHA,HVAC,,TX,AUSTIN,,,,34829,TDLR,1
RF AIR CONDITIONING LLC,HVAC,,TX,WEBB,,,,34830,TDLR,2
HUTTON MECHANICAL SERVICES,HVAC,,TX,HARRIS,,,,3485,TDLR,1
HANCOCK'S HEATING AND AIR LLC,HVAC,,TX,DALLAS,,,,34855,TDLR,1
AIRSTREAM HEATING & COOLING 1 LLC,HVAC,,TX,DALLAS,,,,34856,TDLR,1
PHI HEAT & AIR,HVAC,,TX,COOKE,,,,34857,TDLR,1
UNITED HEATING AND COOLING INC,HVAC,,TX,HARRIS,,,,34859,TDLR,1
HOUSTON AIR COMFORT,HVAC,,TX,HARRIS,,,,34863,TDLR,1
MSE AC & HEAT,HVAC,,TX,GALVESTON,,,,34870,TDLR,1
